Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KEX","KIRBY CORP","Industrials","Equity","4,118,088.00","0.01","4,118,088.00","41,808.00","98.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,105,068.52","0.01","4,105,068.52","259,486.00","15.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","4,108,186.80","0.01","4,108,186.80","29,340.00","140.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","4,092,600.49","0.01","4,092,600.49","39,707.00","103.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","4,092,967.92","0.01","4,092,967.92","37,263.00","109.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","4,085,731.84","0.01","4,085,731.84","60,226.00","67.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","4,075,825.17","0.01","4,075,825.17","144,073.00","28.29","United States","NASDAQ","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","4,053,741.30","0.01","4,053,741.30","34,677.00","116.90","United States","NASDAQ","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","4,035,826.19","0.01","4,035,826.19","161,627.00","24.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","4,036,669.82","0.01","4,036,669.82","228,577.00","17.66","United States","NASDAQ","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","4,012,941.74","0.01","4,012,941.74","48,754.00","82.31","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","3,986,352.16","0.01","3,986,352.16","37,072.00","107.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","3,962,492.17","0.01","3,962,492.17","13,741.00","288.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","3,963,333.33","0.01","3,963,333.33","25,509.00","155.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","3,951,994.20","0.01","3,951,994.20","31,794.00","124.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","3,905,355.00","0.01","3,905,355.00","91,675.00","42.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","3,887,912.32","0.01","3,887,912.32","153,794.00","25.28","United States","NASDAQ","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,871,033.53","0.01","3,871,033.53","18,347.00","210.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","3,856,031.55","0.01","3,856,031.55","83,845.00","45.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","3,847,326.12","0.01","3,847,326.12","233,596.00","16.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","3,845,688.14","0.01","3,845,688.14","71,561.00","53.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","3,807,826.73","0.01","3,807,826.73","147,533.00","25.81","United States","NASDAQ","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","3,795,730.96","0.01","3,795,730.96","106,204.00","35.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRBR","BELLRING BRANDS INC","Consumer Staples","Equity","3,788,796.87","0.01","3,788,796.87","92,931.00","40.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","3,751,774.20","0.01","3,751,774.20","34,884.00","107.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,735,297.78","0.01","3,735,297.78","75,354.00","49.57","United States","NASDAQ","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","3,722,753.16","0.01","3,722,753.16","27,237.00","136.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","3,704,892.45","0.01","3,704,892.45","355,215.00","10.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","3,655,777.84","0.01","3,655,777.84","59,774.00","61.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","3,642,267.60","0.01","3,642,267.60","93,105.00","39.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCCS","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","3,626,294.32","0.01","3,626,294.32","370,408.00","9.79","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","3,507,185.76","0.01","3,507,185.76","77,524.00","45.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","3,497,361.55","0.01","3,497,361.55","108,715.00","32.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","3,495,715.00","0.01","3,495,715.00","112,765.00","31.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","3,484,220.04","0.01","3,484,220.04","81,331.00","42.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,470,025.96","0.01","3,470,025.96","41,364.00","83.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","3,430,249.74","0.01","3,430,249.74","102,182.00","33.57","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFLT","CONFLUENT INC CLASS A","Information Technology","Equity","3,424,763.76","0.01","3,424,763.76","197,052.00","17.38","United States","NASDAQ","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","3,414,144.00","0.01","3,414,144.00","65,280.00","52.30","United States","NASDAQ","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","3,415,556.43","0.01","3,415,556.43","88,463.00","38.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","3,410,019.47","0.01","3,410,019.47","38,071.00","89.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","3,406,634.44","0.01","3,406,634.44","94,028.00","36.23","United States","NASDAQ","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","3,399,028.75","0.01","3,399,028.75","164,125.00","20.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","3,395,174.56","0.01","3,395,174.56","44,162.00","76.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","3,389,344.40","0.01","3,389,344.40","40,664.00","83.35","United States","NASDAQ","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","3,372,002.99","0.01","3,372,002.99","25,451.00","132.49","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","3,338,133.00","0.01","3,338,133.00","196,940.00","16.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,325,977.44","0.01","3,325,977.44","71,696.00","46.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Industrials","Equity","3,326,757.00","0.01","3,326,757.00","83,692.00","39.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","3,321,044.64","0.01","3,321,044.64","62,064.00","53.51","United States","NASDAQ","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","3,311,258.25","0.01","3,311,258.25","252,575.00","13.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","3,312,515.43","0.01","3,312,515.43","1,827.00","1,813.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","3,305,274.06","0.01","3,305,274.06","118,299.00","27.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","3,295,132.89","0.01","3,295,132.89","265,951.00","12.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","3,283,855.96","0.01","3,283,855.96","298,804.00","10.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","3,272,475.58","0.01","3,272,475.58","4,202.00","778.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","3,263,583.60","0.01","3,263,583.60","44,222.00","73.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","3,257,147.99","0.01","3,257,147.99","104,029.00","31.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","3,229,528.35","0.01","3,229,528.35","73,149.00","44.15","Sweden","NASDAQ","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","3,214,722.50","0.01","3,214,722.50","105,125.00","30.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","3,207,605.28","0.01","3,207,605.28","81,994.00","39.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","3,171,707.28","0.01","3,171,707.28","269,703.00","11.76","United States","NASDAQ","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","3,098,530.90","0.01","3,098,530.90","135,130.00","22.93","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY MEDIA LIBERTY LIVE SERIES","Communication","Equity","3,080,885.82","0.01","3,080,885.82","32,926.00","93.57","United States","NASDAQ","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","3,064,981.44","0.01","3,064,981.44","107,808.00","28.43","Australia","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","3,057,698.95","0.01","3,057,698.95","124,855.00","24.49","United States","NASDAQ","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","3,035,961.60","0.01","3,035,961.60","164,640.00","18.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,999,803.52","0.01","2,999,803.52","203,791.00","14.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","3,000,876.70","0.01","3,000,876.70","33,695.00","89.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","2,987,439.00","0.01","2,987,439.00","91,780.00","32.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","2,956,200.12","0.01","2,956,200.12","37,582.00","78.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","2,937,953.07","0.01","2,937,953.07","38,571.00","76.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","2,931,257.68","0.01","2,931,257.68","45,644.00","64.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","2,927,352.96","0.01","2,927,352.96","48,402.00","60.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","2,902,225.92","0.01","2,902,225.92","51,531.00","56.32","United States","NASDAQ","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","2,897,862.02","0.01","2,897,862.02","108,697.00","26.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","2,858,558.73","0.01","2,858,558.73","82,689.00","34.57","United States","NASDAQ","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","2,798,629.60","0.01","2,798,629.60","61,360.00","45.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,799,553.06","0.01","2,799,553.06","52,289.00","53.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","2,784,469.28","0.01","2,784,469.28","36,944.00","75.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","2,783,137.50","0.01","2,783,137.50","29,250.00","95.15","United States","NASDAQ","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","2,725,986.12","0.01","2,725,986.12","78,243.00","34.84","United States","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","2,712,937.50","0.01","2,712,937.50","65,625.00","41.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,705,799.35","0.01","2,705,799.35","33,139.00","81.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","2,695,882.80","0.01","2,695,882.80","73,658.00","36.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","2,696,994.08","0.01","2,696,994.08","88,022.00","30.64","United States","NASDAQ","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","2,687,572.34","0.01","2,687,572.34","110,282.00","24.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","2,684,015.46","0.01","2,684,015.46","33,546.00","80.01","United States","NASDAQ","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","2,565,953.85","0.01","2,565,953.85","96,865.00","26.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","2,513,512.16","0.01","2,513,512.16","192,754.00","13.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","2,479,530.16","0.01","2,479,530.16","60,212.00","41.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","2,449,309.57","0.01","2,449,309.57","118,267.00","20.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","2,423,690.40","0.01","2,423,690.40","147,786.00","16.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","2,407,935.13","0.01","2,407,935.13","44,699.00","53.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","2,408,606.59","0.01","2,408,606.59","10,403.00","231.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","2,396,225.04","0.01","2,396,225.04","72,132.00","33.22","United States","NASDAQ","USD","1.00","USD","-"
"CIVI","CIVITAS RESOURCES INC","Energy","Equity","2,399,189.52","0.01","2,399,189.52","71,256.00","33.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","2,349,786.62","0.01","2,349,786.62","266,114.00","8.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","2,332,124.34","0.01","2,332,124.34","12,687.00","183.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","2,333,214.50","0.01","2,333,214.50","4,894.00","476.75","United States","NASDAQ","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","2,322,368.09","0.01","2,322,368.09","293,599.00","7.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","2,301,944.00","0.01","2,301,944.00","97,540.00","23.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","2,282,938.86","0.01","2,282,938.86","77,414.00","29.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","2,279,823.42","0.01","2,279,823.42","141,253.00","16.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","2,252,117.92","0.01","2,252,117.92","11,453.00","196.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","2,255,782.40","0.01","2,255,782.40","18,560.00","121.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","2,245,264.00","0.01","2,245,264.00","80,188.00","28.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","2,228,621.85","0.01","2,228,621.85","90,705.00","24.57","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","2,216,922.16","0.01","2,216,922.16","53,848.00","41.17","United States","NASDAQ","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","2,167,239.90","0.01","2,167,239.90","30,345.00","71.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","2,127,051.87","0.01","2,127,051.87","12,569.00","169.23","United States","NASDAQ","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","2,112,697.95","0.01","2,112,697.95","61,149.00","34.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","2,111,573.42","0.01","2,111,573.42","75,874.00","27.83","United States","NASDAQ","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","2,107,472.25","0.00","2,107,472.25","83,135.00","25.35","United States","NASDAQ","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","2,091,820.85","0.00","2,091,820.85","34,547.00","60.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","2,070,961.96","0.00","2,070,961.96","111,823.00","18.52","United States","NASDAQ","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","2,070,976.60","0.00","2,070,976.60","33,242.00","62.30","United States","NASDAQ","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","2,071,974.60","0.00","2,071,974.60","131,805.00","15.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","2,044,877.55","0.00","2,044,877.55","29,787.00","68.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","2,046,174.15","0.00","2,046,174.15","198,465.00","10.31","United States","NASDAQ","USD","1.00","USD","-"
"LINE","LINEAGE INC","Real Estate","Equity","2,017,248.12","0.00","2,017,248.12","50,406.00","40.02","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","1,991,110.06","0.00","1,991,110.06","12,713.00","156.62","United States","NASDAQ","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","1,991,586.56","0.00","1,991,586.56","141,952.00","14.03","United States","NASDAQ","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","1,972,581.89","0.00","1,972,581.89","73,921.00","26.68","United States","NASDAQ","USD","1.00","USD","-"
"DNB","DUN BRADST HLDG INC","Industrials","Equity","1,965,945.80","0.00","1,965,945.80","216,038.00","9.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,950,940.72","0.00","1,950,940.72","31,406.00","62.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","1,943,522.04","0.00","1,943,522.04","23,259.00","83.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","1,941,412.69","0.00","1,941,412.69","35,879.00","54.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","1,931,601.49","0.00","1,931,601.49","41,873.00","46.13","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","1,916,476.80","0.00","1,916,476.80","21,280.00","90.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","1,910,737.64","0.00","1,910,737.64","80,486.00","23.74","United States","NASDAQ","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","1,899,576.09","0.00","1,899,576.09","37,893.00","50.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","1,884,813.57","0.00","1,884,813.57","884,889.00","2.13","United States","NASDAQ","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","1,852,032.42","0.00","1,852,032.42","52,038.00","35.59","United States","NASDAQ","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","1,846,024.58","0.00","1,846,024.58","74,617.00","24.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","1,841,095.89","0.00","1,841,095.89","61,227.00","30.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","1,828,412.88","0.00","1,828,412.88","75,058.00","24.36","United States","NASDAQ","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,805,294.40","0.00","1,805,294.40","61,995.00","29.12","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","1,794,611.00","0.00","1,794,611.00","59,150.00","30.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","1,770,641.62","0.00","1,770,641.62","126,746.00","13.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","1,745,183.88","0.00","1,745,183.88","81,972.00","21.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","1,745,833.05","0.00","1,745,833.05","298,433.00","5.85","United States","NASDAQ","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","1,746,084.12","0.00","1,746,084.12","188,562.00","9.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,747,632.48","0.00","1,747,632.48","23,496.00","74.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","1,734,986.08","0.00","1,734,986.08","107,363.00","16.16","United States","NASDAQ","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","1,698,221.28","0.00","1,698,221.28","16,152.00","105.14","United States","NASDAQ","USD","1.00","USD","-"
"KRMN","KARMAN HOLDINGS INC","Industrials","Equity","1,684,458.99","0.00","1,684,458.99","33,777.00","49.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","1,670,805.86","0.00","1,670,805.86","198,433.00","8.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","1,647,758.15","0.00","1,647,758.15","147,781.00","11.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","1,614,497.92","0.00","1,614,497.92","17,824.00","90.58","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","1,614,182.10","0.00","1,614,182.10","67,539.00","23.90","United States","NASDAQ","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","1,580,555.40","0.00","1,580,555.40","32,415.00","48.76","United States","NASDAQ","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Communication","Equity","1,537,436.16","0.00","1,537,436.16","98,176.00","15.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","1,521,926.70","0.00","1,521,926.70","48,858.00","31.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,525,392.00","0.00","1,525,392.00","72,225.00","21.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","1,505,657.92","0.00","1,505,657.92","355,108.00","4.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","1,484,637.60","0.00","1,484,637.60","6,640.00","223.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","1,422,265.95","0.00","1,422,265.95","33,695.00","42.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
